2006,250000₽,"305 000 км, 1.4 MT (90 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2006_1952878047
2012,635000₽,"49 000 км, 1.6 AT (115 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2012_1960572779
2006,212000₽,"126 000 км, 1.6 MT (103 л.с.), купе, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2006_1898267475
2008,370000₽,"124 000 км, 1.8 MT (140 л.с.), седан, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2008_1891542339
2008,300000₽,"107 000 км, 1.8 AT (140 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2008_1861398388
2012,420000₽,"70 000 км, 1.6 AT (115 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2012_1862089119
2012,375000₽,"142 000 км, 1.8 MT (140 л.с.), седан, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2012_1836711343
2008,355000₽,"160 000 км, 1.8 AT (140 л.с.), седан, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2008_1798630309
2007,310000₽,"202 000 км, 1.8 MT (140 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2007_1762362339
2011,500000₽,"130 000 км, 1.6 AT (115 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2011_1875297412
2011,365000₽,"130 000 км, 1.6 AT (180 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2011_1535133682
2011,380000₽,"137 979 км, 1.6 AMT (115 л.с.), седан, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2011_1917993031
2012,520000₽,"132 000 км, 1.4 AT (140 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahanskaya_oblast_krasnyy_yar/avtomobili/opel_astra_2012_1942256939
2008,410000₽,"48 189 км, 1.6 AMT (115 л.с.), седан, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2008_1890919752
2011,350000₽,"116 000 км, 1.6 AMT (115 л.с.), седан, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2011_1880117584
2007,240000₽,"158 000 км, 1.4 AMT (90 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2007_1925863619
2008,290000₽,"163 100 км, 1.8 MT (140 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2008_1914014992
2007,300000₽,"97 000 км, 1.6 MT (105 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2007_1966239220
2010,375000₽,"163 000 км, 1.6 MT (115 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2010_1859226126
2007,290000₽,"81 000 км, 1.6 AMT (115 л.с.), хетчбэк, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2007_1373719483
2011,349000₽,"136 006 км, 1.8 AT (140 л.с.), седан, передний, бензин",https://www.avito.ru//astrahan/avtomobili/opel_astra_2011_1822369886
